person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,Risk Score,Risk Category
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,64.01,High Risk
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,97.56,High Risk
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,60.42,High Risk
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,76.9,High Risk
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,41.8,Medium Risk
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,87.22,High Risk
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,50.3,Medium Risk
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,97.48,High Risk
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,97.27,High Risk
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,0.28,Low Risk
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,1.74,Low Risk
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0,0.1,N,2,1.72,Low Risk
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,3.27,Low Risk
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,39.12,Medium Risk
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,13.35,Low Risk
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,97.04,High Risk
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,64.9,High Risk
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,87.31,High Risk
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,87.9,High Risk
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,88.39,High Risk
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,21.6,Low Risk
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,49.94,Medium Risk
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,38.67,Medium Risk
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,97.42,High Risk
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,95.3,High Risk
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,0.72,Low Risk
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,0.63,Low Risk
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,0.9,Low Risk
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,2.0,Low Risk
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,5.01,Low Risk
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,53.77,Medium Risk
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,0.65,Low Risk
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,39.01,Medium Risk
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,96.27,High Risk
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,31.41,Medium Risk
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,94.91,High Risk
26,110000,RENT,3.0,PERSONAL,C,25000,10.99,0,0.23,Y,2,31.38,Medium Risk
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,42.39,Medium Risk
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,80.6,High Risk
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,7.54,Low Risk
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,1.37,Low Risk
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,79.44,High Risk
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,1.84,Low Risk
24,83300,RENT,0.0,MEDICAL,D,25000,10.99,1,0.26,N,2,88.39,High Risk
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,95.96,High Risk
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,43.78,Medium Risk
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,44.36,Medium Risk
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,1.68,Low Risk
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,95.08,High Risk
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,46.74,Medium Risk
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,25.37,Low Risk
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,31.15,Medium Risk
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,22.22,Low Risk
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,94.96,High Risk
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,7.72,Low Risk
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,86.51,High Risk
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,20.61,Low Risk
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,82.3,High Risk
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,16.39,Low Risk
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,0.98,Low Risk
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,1.0,Low Risk
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,3.33,Low Risk
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,12.71,Low Risk
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,5.24,Low Risk
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,2.78,Low Risk
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,8.41,Low Risk
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,27.14,Low Risk
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,27.55,Low Risk
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,83.64,High Risk
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,22.44,Low Risk
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,52.88,Medium Risk
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,18.63,Low Risk
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,35.93,Medium Risk
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,10.51,Low Risk
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,10.76,Low Risk
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,0.64,Low Risk
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,65.98,High Risk
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,2.77,Low Risk
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,62.17,High Risk
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,2.21,Low Risk
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,27.53,Low Risk
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,60.77,High Risk
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,11.64,Low Risk
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,70.46,High Risk
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,58.48,Medium Risk
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,68.07,High Risk
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,29.36,Low Risk
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,6.71,Low Risk
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,21.52,Low Risk
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,15.32,Low Risk
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,7.65,Low Risk
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,8.15,Low Risk
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,14.73,Low Risk
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,1.03,Low Risk
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,22.4,Low Risk
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,10.32,Low Risk
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,85.71,High Risk
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,76.63,High Risk
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,69.33,High Risk
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,32.48,Medium Risk
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,58.09,Medium Risk
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,10.79,Low Risk
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,12.22,Low Risk
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,1.25,Low Risk
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,12.18,Low Risk
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,33.34,Medium Risk
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,81.78,High Risk
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,65.97,High Risk
24,16800,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3900,10.99,1,0.23,N,3,67.15,High Risk
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,96.92,High Risk
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,97.43,High Risk
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,98.04,High Risk
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,97.45,High Risk
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,41.09,Medium Risk
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,98.31,High Risk
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,48.19,Medium Risk
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,90.25,High Risk
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,10.99,0,0.06,N,3,1.81,Low Risk
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,0.42,Low Risk
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,23.08,Low Risk
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,45.37,Medium Risk
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,10.99,0,0.09,N,4,2.32,Low Risk
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,19.56,Low Risk
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,2.88,Low Risk
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,77.77,High Risk
25,111996,RENT,9.0,PERSONAL,D,24250,10.99,0,0.22,N,3,72.17,High Risk
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,34.17,Medium Risk
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,50.23,Medium Risk
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,14.85,Low Risk
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,0.27,Low Risk
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,95.35,High Risk
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,93.87,High Risk
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,72.45,High Risk
24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,97.68,High Risk
26,48000,RENT,4.0,MEDICAL,A,24000,10.99,1,0.5,N,3,88.72,High Risk
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,98.76,High Risk
25,52000,RENT,4.0,PERSONAL,B,24000,10.74,1,0.46,N,2,74.97,High Risk
22,17352,MORTGAGE,4.0,EDUCATION,C,2250,15.27,0,0.13,Y,3,55.4,Medium Risk
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,97.43,High Risk
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,23.94,Low Risk
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,98.76,High Risk
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,67.3,High Risk
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,71.28,High Risk
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,67.19,High Risk
21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,77.07,High Risk
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,77.49,High Risk
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,96.06,High Risk
26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,10.99,1,0.37,N,2,85.28,High Risk
22,17760,MORTGAGE,6.0,EDUCATION,C,4975,10.99,1,0.28,Y,3,42.34,Medium Risk
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,99.24,High Risk
23,66000,RENT,6.0,VENTURE,A,24000,10.99,1,0.36,N,4,68.03,High Risk
24,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,94.36,High Risk
25,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,57.08,Medium Risk
22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,97.49,High Risk
24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,62.44,High Risk
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,72.86,High Risk
22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,16.25,Low Risk
22,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,67.84,High Risk
24,75000,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,N,3,64.31,High Risk
24,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,10.99,1,0.32,N,3,75.14,High Risk
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,94.51,High Risk
23,78000,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,N,3,67.02,High Risk
22,18000,OWN,4.0,VENTURE,B,2000,11.49,0,0.11,N,3,10.26,Low Risk
24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,56.82,Medium Risk
22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,31.32,Medium Risk
23,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,10.25,Low Risk
23,74700,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,N,2,92.67,High Risk
26,88596,RENT,3.0,PERSONAL,B,24000,11.58,0,0.27,N,3,50.07,Medium Risk
25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,N,2,40.95,Medium Risk
22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3,98.06,High Risk
25,95000,RENT,9.0,VENTURE,A,24000,6.54,0,0.25,N,4,23.78,Low Risk
21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,Y,4,90.77,High Risk
21,18000,OWN,4.0,EDUCATION,B,5000,11.11,1,0.28,N,2,19.54,Low Risk
26,100000,RENT,5.0,PERSONAL,C,24000,12.73,0,0.24,N,4,41.97,Medium Risk
24,110000,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,N,4,80.31,High Risk
24,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,N,4,32.93,Medium Risk
22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,10.99,1,0.24,Y,2,78.77,High Risk
26,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,N,4,92.66,High Risk
22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0,0.2,N,4,21.37,Low Risk
24,120000,RENT,1.0,VENTURE,B,24000,12.69,0,0.2,N,4,21.85,Low Risk
26,108000,RENT,9.0,EDUCATION,G,24000,20.16,1,0.22,N,3,85.69,High Risk
24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4,87.09,High Risk
23,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,1,0.14,N,2,91.46,High Risk
24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3,33.08,Medium Risk
25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0,0.18,N,2,18.14,Low Risk
24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,42.82,Medium Risk
23,114750,RENT,2.0,MEDICAL,G,24000,20.03,1,0.18,Y,3,89.63,High Risk
23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,N,4,9.16,Low Risk
23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,Y,2,86.81,High Risk
24,18000,OWN,6.0,PERSONAL,A,13000,7.88,1,0.72,N,3,39.62,Medium Risk
21,18000,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,N,4,14.41,Low Risk
26,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,N,4,16.43,Low Risk
26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,54.35,Medium Risk
26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,10.99,0,0.14,Y,2,9.61,Low Risk
21,18000,OWN,1.0,PERSONAL,B,2500,11.36,0,0.14,N,3,17.67,Low Risk
24,43896,RENT,8.0,HOMEIMPROVEMENT,B,23975,10.99,1,0.55,N,2,92.14,High Risk
23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2,36.66,Medium Risk
24,54996,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,N,3,77.4,High Risk
24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,1,0.56,N,2,74.86,High Risk
25,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0,0.23,N,4,57.86,Medium Risk
23,75000,RENT,3.0,PERSONAL,E,23575,14.5,1,0.31,N,4,92.56,High Risk
22,18000,OWN,2.0,MEDICAL,C,4000,10.99,1,0.22,N,2,18.2,Low Risk
22,18000,OWN,1.0,MEDICAL,D,5400,15.31,1,0.3,Y,2,84.73,High Risk
25,18000,MORTGAGE,1.0,MEDICAL,B,4000,10.99,1,0.22,N,3,45.23,Medium Risk
21,18000,OWN,5.0,VENTURE,B,3375,10.99,1,0.19,N,2,11.19,Low Risk
22,66960,RENT,1.0,VENTURE,A,23400,7.49,1,0.35,N,2,46.24,Medium Risk
22,43385,RENT,7.0,PERSONAL,C,23000,10.99,1,0.53,N,3,78.67,High Risk
25,56544,RENT,3.0,EDUCATION,B,23000,10.99,1,0.41,N,2,67.19,High Risk
23,60000,RENT,2.0,VENTURE,B,23000,12.18,1,0.38,N,4,62.87,High Risk
24,18000,MORTGAGE,3.0,VENTURE,C,1200,11.34,0,0.07,Y,4,22.23,Low Risk
25,63208,RENT,9.0,EDUCATION,B,23000,9.91,1,0.36,N,3,58.96,Medium Risk
24,65000,RENT,0.0,HOMEIMPROVEMENT,B,23000,11.99,1,0.35,N,4,85.18,High Risk
23,68000,RENT,7.0,EDUCATION,B,23000,9.62,1,0.34,N,2,54.04,Medium Risk
22,18000,OWN,1.0,DEBTCONSOLIDATION,B,3000,9.96,1,0.17,N,3,21.27,Low Risk
25,80000,RENT,9.0,VENTURE,C,23000,10.99,0,0.29,N,2,33.3,Medium Risk
24,88000,RENT,1.0,VENTURE,D,23000,14.54,1,0.26,N,2,83.83,High Risk
22,58600,RENT,5.0,MEDICAL,B,22750,11.36,1,0.39,N,4,78.42,High Risk
23,70000,RENT,7.0,DEBTCONSOLIDATION,C,22500,14.27,1,0.32,N,2,80.3,High Risk
24,18287,OWN,3.0,HOMEIMPROVEMENT,B,3000,11.99,1,0.16,N,3,36.88,Medium Risk
26,69846,RENT,2.0,EDUCATION,F,22500,18.99,1,0.32,Y,2,94.72,High Risk
24,73000,RENT,0.0,VENTURE,E,22400,16.7,1,0.31,Y,4,92.29,High Risk
24,18500,MORTGAGE,8.0,PERSONAL,A,5000,9.32,1,0.27,N,3,50.03,Medium Risk
23,35000,RENT,2.0,DEBTCONSOLIDATION,B,22250,12.69,1,0.64,N,3,92.97,High Risk
25,43000,RENT,9.0,HOMEIMPROVEMENT,C,22000,13.11,1,0.51,N,2,92.04,High Risk
25,52000,RENT,4.0,PERSONAL,B,22000,10.74,1,0.42,N,2,71.01,High Risk
21,18701,MORTGAGE,0.0,PERSONAL,D,4200,14.11,1,0.22,Y,4,90.71,High Risk
22,57000,RENT,6.0,EDUCATION,B,22000,9.63,1,0.39,N,3,62.34,High Risk
25,58000,RENT,0.0,MEDICAL,C,22000,14.65,1,0.38,N,2,80.56,High Risk
23,60000,RENT,6.0,DEBTCONSOLIDATION,B,22000,10.25,1,0.37,N,4,76.34,High Risk
24,60000,RENT,3.0,VENTURE,C,22000,14.26,1,0.37,Y,2,67.65,High Risk
25,18840,MORTGAGE,5.0,EDUCATION,B,3000,9.91,1,0.16,N,2,28.0,Low Risk
26,56000,RENT,7.0,MEDICAL,E,22000,17.19,1,0.39,N,3,97.64,High Risk
22,70000,RENT,3.0,EDUCATION,B,22000,11.36,1,0.31,N,4,59.91,Medium Risk
22,66000,RENT,1.0,EDUCATION,F,22000,10.99,1,0.33,N,2,77.32,High Risk
23,74064,RENT,3.0,DEBTCONSOLIDATION,B,22000,10.59,0,0.3,N,3,66.69,High Risk
24,76597,RENT,5.0,EDUCATION,B,22000,9.25,0,0.29,N,2,41.04,Medium Risk
22,19000,OWN,6.0,MEDICAL,A,3625,8.49,1,0.19,N,3,22.56,Low Risk
26,77000,RENT,0.0,VENTURE,A,22000,6.54,0,0.29,N,3,27.86,Low Risk
21,19000,OWN,5.0,MEDICAL,A,6000,8.49,1,0.32,N,3,28.84,Low Risk
24,80000,RENT,0.0,MEDICAL,A,22000,10.99,0,0.28,N,4,69.25,High Risk
26,82600,RENT,10.0,VENTURE,B,22000,12.69,0,0.27,N,2,42.9,Medium Risk
24,19000,OWN,3.0,MEDICAL,C,7400,13.85,1,0.39,N,2,35.99,Medium Risk
25,19000,OWN,3.0,DEBTCONSOLIDATION,A,4000,7.4,1,0.21,N,3,21.27,Low Risk
23,84000,RENT,3.0,DEBTCONSOLIDATION,B,22000,11.71,0,0.26,N,4,65.22,High Risk
25,77650,RENT,8.0,PERSONAL,B,22000,11.48,1,0.28,N,3,56.29,Medium Risk
25,82000,RENT,1.0,EDUCATION,E,22000,17.51,1,0.27,N,2,92.06,High Risk
21,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500,14.61,1,0.18,N,3,92.62,High Risk
23,99996,RENT,3.0,DEBTCONSOLIDATION,A,22000,7.88,0,0.22,N,4,46.36,Medium Risk
23,110000,RENT,0.0,PERSONAL,B,22000,10.99,0,0.2,N,3,28.67,Low Risk
22,19200,MORTGAGE,6.0,PERSONAL,B,4950,11.71,1,0.26,N,2,48.77,Medium Risk
25,57000,RENT,4.0,PERSONAL,B,21700,11.99,1,0.38,N,2,72.09,High Risk
24,54000,RENT,5.0,VENTURE,C,21600,13.49,1,0.4,N,2,63.63,High Risk
23,56000,RENT,8.0,MEDICAL,G,21600,21.21,1,0.39,Y,4,98.58,High Risk
26,63000,RENT,2.0,DEBTCONSOLIDATION,C,21600,14.35,1,0.34,Y,3,83.69,High Risk
22,82000,RENT,3.0,PERSONAL,C,21600,13.61,0,0.26,Y,3,62.73,High Risk
22,78000,RENT,6.0,DEBTCONSOLIDATION,B,21600,11.26,1,0.28,N,3,67.79,High Risk
22,19200,OWN,0.0,VENTURE,B,2400,10.59,0,0.13,N,3,8.35,Low Risk
24,112140,RENT,8.0,MEDICAL,A,21600,7.9,0,0.19,N,2,29.85,Low Risk
24,19200,MORTGAGE,4.0,HOMEIMPROVEMENT,A,7000,5.99,1,0.36,N,4,60.2,High Risk
25,19200,OWN,4.0,EDUCATION,B,3000,11.99,1,0.16,N,4,16.45,Low Risk
24,59000,RENT,5.0,MEDICAL,D,21500,16.89,1,0.36,N,3,97.95,High Risk
24,70000,RENT,5.0,HOMEIMPROVEMENT,B,21500,9.99,1,0.31,N,3,74.26,High Risk
24,116000,RENT,5.0,EDUCATION,D,21500,15.33,0,0.19,Y,3,82.08,High Risk
25,60000,RENT,5.0,EDUCATION,A,21450,7.29,1,0.36,N,4,57.27,Medium Risk
22,31000,RENT,5.0,DEBTCONSOLIDATION,B,21250,12.42,1,0.69,N,3,93.58,High Risk
25,47052,RENT,5.0,VENTURE,B,21250,10.99,1,0.45,N,2,61.71,High Risk
25,51060,RENT,9.0,VENTURE,A,21250,6.91,1,0.42,N,2,51.76,Medium Risk
22,19200,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,14.17,1,0.26,Y,2,71.45,High Risk
22,53000,RENT,3.0,MEDICAL,B,21250,10.25,1,0.4,N,3,74.09,High Risk
